,Tweet
125,Indian Navy’s Chief of Personnel Vice Adm Dinesh Tripathi interacted with the first batch of Navy’s #Agniveer trainees including both men &amp; women cadets at INS Chilka in Odisha. Do note that there are over 300 women agniveers too are undergoing the same training as men. https://t.co/0Ic0LtYyI7
126,Chief of Personnel (CoP) VAdm Dinesh K Tripathi interacts with first batch of #Agniveer who are under going training at INS Chilka of @indiannavy https://t.co/obvqoX0Gtm
127,"VAdm Dinesh K Tripathi, Chief of Personnel #IndianNavy on a visit to #INSChilka, was briefed on the preparedness for training of the #first batch of #Agniveers who reported in end Nov 22, &amp; the initiatives undertaken for the induction of Women Agniveers
#Agnipath
@DefenceMinIndia https://t.co/QAbIlDtuT7"
128,"Indian Army is preparing the local youth for kishtwar region to join the Armed Forces.
#AgniVeer
#IndianArmyPeoplesArmy
@Whiteknight_IA
@Northerncomd_IA
@prodefencejammu https://t.co/DDuymr0Cp3"
129,"Women's Power Nation's Power 
#ThankYouModiji
#Agniveer
@VanathiBJP
Navy to open all wings to women from ’23 - The New Indian Express https://t.co/jyuedKP2R2"
130,"Over 20,000 youths registered &amp; participated in #Agniveer #recruitment rally conducted by #IndianArmy at #Siliguri that concluded on 06 Dec 22. The #rally witnessed overwhelming response &amp; eagerness among the youth to serve the #IndianArmy.

@adgpi 
@easterncomd https://t.co/5XJWlnM3zV"
131,Calling all #Blockchain &amp; artificial intelligence specialists. #Agniveer 🙏🏿 https://t.co/sqUbpHi7Ax
132,"https://t.co/h6aFzd3h1G

the Indian Navy is inducting women sailors for the first time

#navy #women #sailors #agniveer"
133,"@ErikSolheim @rashtrapatibhvn Working class in India has a salary package that they can be proud of to consider it as success? Students know where they are headed. #bonds #unemployment #bhagwahooliganism
and #Agniveer otherwise #abroad."
134,@vivekagnihotri So are you stopping Vulgar propaganda movies &amp; started doing fact checks??? Terese nai hoga #agniveer
135,"#Agniveer Army Women recruitment rally 🇮🇳 
@prodefencejammu https://t.co/9ALIqOZ8qu"
136,"submission of online application is 17 December 2022.
For eligibility criteria  and other details, visit https://t.co/kQKuFfsT56 and Employment News dated 03 December 2022. #Agniveer #HarKaamDeshKeNaam"
137,"@trishakticorps @adgpi @easterncomd #TodaysYouthTommorrosSoldier
#AajkaAgniveerkalkaYodhha
#JointheBest
#IndianArmy ......live amongst the best....
Grand show by the @trishakticorps to conclude first ever #Agniveer Rally in Siliguri.....many more ..."
138,Exact to the point @Hritikbhardwajj bhai. No one would have explained better than a victim of #Agnipath scheme....Kudos🔥🔥 #JusticeForDefenceStudents @DefenceMinIndia @PMOIndia https://t.co/odVaU8CxnR
139,#IndianArmy organised a #cleanliness drive as part of the “#SwachhBharatAbhiyan #IndianArmyPeoplesArmy #AmritMahotsav #Wecare #Nccday #Awamkifauj #kvd2022 #Agniveer https://t.co/UTiGmk3AZu
140,A #security conference with the #police and #intelligence officials.  #IndianArmy #IndianArmyPeoplesArmy #Agnipath #Agniveer #AwamkiFauj #shiningJK https://t.co/ccQtsmdt4q
141,#IndianArmy organised “Veterans Meet &amp; Culture Show” #IndianArmyPeoplesArmy #AmrithaAiyer #KVD2022 #Agniveer #AgniPath #AwamkiFauj #AwanAurJawan https://t.co/utyRjMOo9M
142,"The #Agniveer scheme cannot harm the BJP. In fact it will help because in a horribly poor country like India, while it  ends permanent jobs for many, it ensures contractual jobs &amp; funds for MANY MORE.
Pizza for fewer people but bread pakoras for more."
143,"Women's Power Nation's Power 

#ThankYouModiji
#Agniveer
Navy to open all wings to women from ’23 - The New Indian Express https://t.co/Bv7LmlRWBk"
144,"#IndianNavy #Agniveer SSR #Notification 2023:

For more information about eligibility criteria and other details visit:

https://t.co/dJ0XwuGMOU

#airforce #soldiers #army #job #news #recruitment #youth #motivation #exam #skill #defence #training #sea #navy #military #navyofficer https://t.co/EtUA575H6e"
145,"#Agniveer 
Nothing against anyone - but we need some solid moral grounds to justify this.
Thank You
The industry is volatile and inflation is on increase.
We need some major changes to build secured future of our youth
@narendramodi @adgpi @myogiadityanath https://t.co/44IFpGemEg"
146,"Over 20,000 youths registered &amp; participated in #Agniveer #recruitment rally conducted by #IndianArmy at #Siliguri that concluded on 06 Dec 22. The #rally witnessed overwhelming response &amp; eagerness among the youth to serve the #IndianArmy.

@adgpi 
@easterncomd https://t.co/WBlv8GIcCY"
147,"The recruitment rally for selection of Agniveer General Duty for Women Military Police will be conducted at Bombay Engineering Group and Centre, Khadki (Pune) from Dec 6-11. 

The rally is being held for women #Agniveer applicants from Maharashtra, Gujarat, Goa and Daman. https://t.co/klODBEWWvg"
148,"Women's Power...
Nation's Power...

#ThankYouModiji
#Agniveer https://t.co/7tntL63AJH"
149,"Women's Power Nation's Power 

#ThankYouModiji
#Agniveer

@VanathiBJP
Navy to open all wings to women from ’23 - The New Indian Express https://t.co/gNs17poSti"
150,"#BreakingNews: Army Recruitment Rally For #Agniveer General Duty (Women Military Police) To Be Held In #Pune today.

@kaidensharmaa with details.

#MilitaryPolice #IndianArmy | @ToyaSingh https://t.co/DKkGU0zIlf"
151,"In a press conference, Chief of Naval Staff Admiral R Hari Kumar assured that the Navy will become 'Atmanirbhar' (self-reliant) by 2047.

#RHariKumar #Navy #INS #MadeInIndia #Agniveer #Reel #Reels #Together #TogetherMagazine https://t.co/BaLLZgjH7I"
152,"#ArmyRecruitment Rally For #Agniveer General Duty (Women #MilitaryPolice) To Be Held In #Pune, Check Details. https://t.co/Cch8tQSQVD"
153,"In A First, Indian Navy Inducts 341 Women Sailors Under Agnipath Scheme
India’s 1st Gold Atm Comes Up In Hyderabad
AIIMS-Bhubaneswar To Become Paperless From January 1

#navy #IndianNavy #Agnipath #AgnipathScheme #Gold #GoldATM #AIIMS https://t.co/qtRssG4TV5"
154,"DAILY BIDAR RALLY PROGREP at 1700hr

Trade - #AGNIVEER GD
Date - 05 DEC 2022
Distt Covered - #RAICHUR
Regn - 2049 
Footfall - 827 (40.36%)
TOTAL PASS- 113

#agnipathrecruitment #Agnipath #AgnipathScheme #bidarupdates_always_with_you #bidarupdates #Gurudwar  #agnipathbidar #bidar https://t.co/mlZt4ZQ7xh"
155,"Army recruitment rally for women from Dec 6 in Pune

#IndianArmy #Recruitment #ArmyRally #Pune #BEGCentre #Agniveer #Agnipath 
https://t.co/qcfrLGyobT"
156,#IndianArmy organised in consultation with the Civil District Administration #IndianArmyPeoplesArmy #AmritMahotsav #IndianarmyFauj #Agnipath #TringaMeriShaan #AwamKiFauj #youthEmpowerment https://t.co/dZqQxUXFVd
157,"Women participation in the #IndianNavy gains a massive encouragement,

-Inducting 341 Women sailors under #Agnipath scheme
-All branches of Navy to Open for Women from next year!

@rajnathsingh @Varun_Jhaveri @VanathiBJP @BulbulMistry @PrajwalBusta @The_NehaJoshi @iSinghApurva https://t.co/GX9p3hBwVf"
158,"@RahulGandhi ji consider crypto startups under  #MoveToEarn category like @Stepnofficial @SweatEconomy , after #BharatJodaYatra you may donate that crypto to one of #Agniveer https://t.co/TGM82M6Qie"
159,#Agnipath's four - year job scheme for soldiers is aimed at reducing the pension bill . But the hard reality is that India's economy needs to grow faster if it is to meet its strategic military needs .
160,"#NWKRTC @nw_krtc has decided
🚌 to run Special Buses for Agniveer Recruitment Rally 🤺🪂 at Bidar in December 2022. 
The Buses' Trips begin starting from today. 

#Agniveer #Belagavi
#Bidar #IndianArmy
Read More: https://t.co/D6GKC5lfti https://t.co/jUb9kucJdu"
161,"Hard life of Fouji... #IndianArmy #FoujiLife #Ice #Mountain #BeWiseChooseRight
#agniveer 
@IndianArmyinJK 
@imVkohli 
@Cristiano https://t.co/TibEYFLzlR"
162,"2/ #AGNIVEER #VoICE You must understand Agniveer Scheme from three different angles. 
https://t.co/UHdc2b250H Serving and OFFICER Veterans
2.Youth
3.India
4.Last- My take

You must see Agniveer from these three angles and make up your mind. Are you INTERESTED?"
163,"1/ #AGNIVEER #VoICE Three days of travelling in deep rural areas on Himachal and interacting with veterans from over 60 villages, AGNIVEER is an active topic of discussions. It has been more than seven months and even I have videos on my YouTube channel. Please track this thread."
164,"During a press conference ahead of #NavyDay, Chief of Naval Staff Admiral R Hari Kumar announced that out of the 3000 new recruits, 341 were women! A first for women sailors in the country. He also mentioned that of the 10 lakh applicants, 82,000 were women.#Agniveer https://t.co/x4p57ftHDt"
165,"Please note
The Army recruitment rally has started with a very good beginning. No issues except the following issue, which came up today:
Please make it a news story saying candidates should bring affidavits as prescribed. #Agnipath #agnipathrecruitmentscheme https://t.co/qkKKfAlWlT"
166,"#JusticeForDefenceStudents   #वर्दी_दो_या_अर्थी_दो
#Agnipath
Only modi govt. is responsible for this current situation of India's youths
@narendramodi 
@PMOIndia 
@rajnathsingh 
@AmitShah 
@BJP4Rajasthan 
@BJPLive 
@BJP4indla https://t.co/BeQAdjh2NU"
167,"NWKRTC @nw_krtc 🚌 to run Special Buses for #Agniveer Recruitment Rally 🤺🪂 at #Bidar in Dec 2022.

#AgniveerRally #AgniveerBidar #AgniveerScheme

 https://t.co/D6GKC5lfti"
168,I have pledged my support to #Agnipath for the Armed Forces. I am committed to spreading the correct information gathered from verified government sources. https://t.co/wUiOg54f4A via @mygovindia
169,"Everyone is against the #AgnipathScheme except #अंधभक्त. Complete our pending army recruitment. We are waiting for our army exam.
#JusticeForDefenceStudents
#JusticeForDefenceStudents https://t.co/SsGTjK0GvE"
170,"@narendramodi 😊😊😊😊
Thanks to Congress.
Now a days its only 4 yrs service #Agniveer retirement at 22 w/o pension.
Let China build bunkers on bunkers."
171,"That's the bitter reality of Agneepath that no one is talking about
@INCGujarat

@IYCGujarat

@RajaBrar_INC

@RaghusharmaINC

@kharge

#JusticeForDefenceStudents   #वर्दी_दो_या_अर्थी_दो
#Agnipath
#JusticeForDefenceStudents"
172,"Thank you, the #IndianArmy, for making me an #Agniveer, say the youth of #Kashmir
#agnipathrecruitmentscheme
#youth #employment #education
#41RR
@adgpi @diprjk
@DefenceMinIndia

https://t.co/hX7ezASsNJ https://t.co/H5CE0meFAT"
173,"In A First, Indian Navy Inducts 341 Women Sailors Under Agniveer Scheme...
#IndianNavy
#IndianNavyDay
#India
#agniveer
https://t.co/OITP39KQ3Y"
174,"‘Gender-Neutral Service’: Indian Navy Inducts 341 Women Sailors For First Time Under Agneepath Scheme

#agnipathscheme #agniveer #indiannavy #womensailors https://t.co/3Z6GoQHXsE"
175,"#JusticeForDefenceStudents   #वर्दी_दो_या_अर्थी_दो
#Agnipath
We want our joining letters by hook or by crook"
176,"That's the bitter reality of Agneepath that no one is talking about
@INCGujarat

@IYCGujarat

@RajaBrar_INC

@RaghusharmaINC

@kharge

#JusticeForDefenceStudents   #वर्दी_दो_या_अर्थी_दो
#Agnipath
#JusticeForDefenceStudents https://t.co/V0aNymBfDZ"
177,"#Kupwara youth recruited under #Agniveer thanked Army's #41RR for providing them a chance to serve the #country. Commander 68 #HajipirBrigade &amp; CO 41RR interacts youth at the occasion. 

@IndianArmyinJK 
@ChinarcorpsIA 
@NorthernComd_IA 
@PIBHomeAffairs

#KNS reports 👇 https://t.co/4zjIsjeoQD"
178,"Continuing with Digital India dream, on #WorldComputerLiteracyDay #CrossedSwordsDivision org a drawing competition at Govt Higher Sec School Pallanwala. 100 children from 10 different schools of border villages of Pallanwala participated.
#IndianArmy #Agnipath #الارجنتين_استراليا https://t.co/KMVTNTHqXm"
179,"Continuing with Digital India dream, on #WorldComputerLiteracyDay #CrossedSwordsDivision org a drawing competition at Govt Higher Sec School Pallanwala. 100 children from 10 different schools of border villages of Pallanwala participated.
#IndianArmy #Agnipath #الارجنتين_استراليا https://t.co/OcvhrMt4z3"
180,Everyone is against the #AgnipathScheme except #अंधभक्त. Complete our pending army recruitment. We are waiting for our army exam. https://t.co/PH4eU68v9h
181,"Flag In of Indian Navy's 1500 Km Marathon In 35 Days By CNS Admiral R.  ... https://t.co/nJOOdRL4MO via @YouTube @indiannavy, @Pvsindhu1, @IndianOilcl, #IndianNavy, #NavyDay2022, #Marathon, #FlagIn, #PVSindhu, #naarishakti, #agniveer, #agnipath, #devduttsharm"
182,"For the first time in history, the Indian Navy has inducted women sailors, promoting gender-neutral services. As many as 3,000 Agniveers have been recruited, of which 341 are women.

#IndianNavy  #WomenInDefence #AgnipathScheme 

https://t.co/ALYKyE4Jux"
183,"Title:- Female Agniveer in Indian Navy #shorts 
Full video link: https://t.co/V1Px19tgKQ
#agniveer, #indiannavy, #femaleagniveer, #agnipathscheme, #femalesailors, #sailors, #navyday2022, #womeninindiannavy, #nationaldefence https://t.co/MAq1A2VUin"
184,"navy marathon flag in leader inspires #shorts 
Watch full video: https://t.co/nJOOdRL4MO
#indiannavy, #marathon, #navyday2022, #pvsindhu, #navychief, #admiralrharikumar, #nationaldefence, #agnipathscheme, #agniveer https://t.co/Tq6UPQ3clp"
185,341 #agniveer  #women inducted in #Navy #rharikumar #indiannavy @ India https://t.co/HA7SWRCyY7
186,"@ANI If the Sanghis allow you to.
#agnipathscheme"
187,"Dazzle Sports Wear celebrates 𝗜𝗻𝗱𝗶𝗮𝗻 𝗡𝗮𝘃𝘆 𝗗𝗮𝘆 by recalling the achievements &amp; role of the Indian Navy to the country 

#NavyDay #NavyDay2022 #IndianNavyDay #INSVikrant #Visakhapatnam #AndhraPradesh #RKbeach #IndianNavy #Agniveer #JaiHind #DazzleSportsWear #Hyderabad https://t.co/ujf74cUAdV"
188,"The first all-women #Agniveer recruitment rally for #Bihar and #Jharkhand will be organised at the headquarter of Army’s ZRO at Danapur on December 14, an officer said 

(@avinashdnr reports)
https://t.co/bbcMEzI7ny"
189,@LtColAnilDuhoon @BJP4India @Jairam_Ramesh @INCIndia Sur 4 years service only when useful if it's 4 compulsary 4 every indian when every indian join but at this time #Agnipath is very harmful 4 country and youths
190,"The Indian Navy inducted 341 female officers under Agniveer. 
Salute Salute Salute
#twiter #IndianNavy #indianarmy #TrendingNow #Viral #Agniveer #defence #India #Indian"
191,"Agniveer Recruitment Rally: 42 candidates caught with fake documents on third day ...
 #Agniveer #AgniveerRecruitment #AgniveerRecruitment2022 #agniveerrecruitmentmuzaffarpur #agniveerrecruitmentPatna #armyrecruitment #armyrecrui...
https://t.co/TWs3tMjWZK"
192,"The first all-women #Agniveer recruitment rally for #Bihar and #Jharkhand will be organised at the headquarter of Army’s ZRO at Danapur on December 14, an officer said 

(@avinashdnr reports)
https://t.co/bbcMEA0gBG"
193,"@adarmypoint @PMOIndia @DefenceMinIndia @narendramodi @RahulGandhi @bharatjodo #JusticeForDefenceStudents   #वर्दी_दो_या_अर्थी_दो
#Agnipath
We want justice ⚖️"
194,@PTI_News Only 341? 😳 Seems like women understand the scam and harassment of being an #Agniveer better than men. Or was it a #quota issue while our Constitution is #feminist ?
195,"Navy Chief Admiral R Hari Kumar Saturday said the first batch of Agniveers has been inducted, among whom 341 are women.
#Agniveer #navy #RHariKumar https://t.co/jWvjanrrDX"
